,project,label,content,tool,bug_id,filename,project_with_label,all_paths
176,Math,1,"} while ((fa * fb > 0.0) && (numIterations < maximumIterations) && ((a > lowerBound) || (b < upperBound)));  -        if (fa * fb >= 0.0 ) { +        if (maximumIterations == initial) { throw new ConvergenceException( ""number of iterations={0}, maximum iterations={1}, "" + ""initial={2}, lower bound={3}, upper bound={4}, final a value={5}, "" +",Nopol,85,patch1-Math-85-Nopol2017-plausible.patch,Math-overfit,patches_remove_inconsistent/overfitting/ICSE18/patch1-Math-85-Nopol2017-plausible.patch
177,Lang,1,int increase = 0;  // count the replacement text elements that are larger than their corresponding text being replaced +        if(repeat) for (int i = 0; i < searchList.length; i++) { int greater = replacementList[i].length() - searchList[i].length(); if (greater > 0) {,Nopol,39,patch1-Lang-39-Nopol2015-plausible.patch,Lang-overfit,patches_remove_inconsistent/overfitting/ICSE18/patch1-Lang-39-Nopol2015-plausible.patch
178,Time,1,"DurationField first = savedFields[0].iField.getDurationField(); if (compareReverse(first, months) >= 0 && compareReverse(first, days) <= 0) { saveField(DateTimeFieldType.year(), iDefaultYear); +                if (resetFields) { return computeMillis(resetFields, text); } } +        }  long millis = iMillis; try {",Nopol,7,patch1-Time-7-Nopol2017-plausible.patch,Time-overfit,patches_remove_inconsistent/overfitting/ICSE18/patch1-Time-7-Nopol2017-plausible.patch
180,Math,1,"for (int i = getNumObjectiveFunctions(); i < getArtificialVariableOffset(); i++) { final double entry = tableau.getEntry(0, i); if (Precision.compareTo(entry, 0d, maxUlps) > 0) { +                if (org.apache.commons.math3.optimization.linear.SimplexTableau.this.numSlackVariables < org.apache.commons.math3.optimization.linear.SimplexTableau.this.constraints.size()) { columnsToDrop.add(i); } } +        }  // non-basic artificial variables for (int i = 0; i < getNumArtificialVariables(); i++) {",Nopol,33,patch1-Math-33-Nopol2017-plausible.patch,Math-overfit,patches_remove_inconsistent/overfitting/ICSE18/patch1-Math-33-Nopol2017-plausible.patch
182,Lang,1,// reset time if (date.getTime() != time) { date.setTime(time); +            if((minutes <= org.apache.commons.lang.time.DateUtils.RANGE_WEEK_RELATIVE) || (!((round) && (minutes < seconds)))) val.setTime(date); } // ----------------- Fix for LANG-59 ----------------------- END ----------------,Nopol,53,patch1-Lang-53-Nopol2015-plausible.patch,Lang-overfit,patches_remove_inconsistent/overfitting/ICSE18/patch1-Lang-53-Nopol2015-plausible.patch
183,Math,1,"* @throws IllegalArgumentException */ protected void verifySequence(final double lower, final double initial, final double upper) { -        if (!isSequence(lower, initial, upper)) { +        if (((!((1) != (lower))) && (org.apache.commons.math.analysis.solvers.UnivariateRealSolverImpl.this.result < org.apache.commons.math.analysis.solvers.UnivariateRealSolverImpl.this.defaultFunctionValueAccuracy)) || (initial <= lower)) { throw MathRuntimeException.createIllegalArgumentException( ""invalid interval, initial value parameters:  lower={0}, initial={1}, upper={2}"", lower, initial, upper);",Nopol,73,patch1-Math-73-Nopol2015-plausible.patch,Math-overfit,patches_remove_inconsistent/overfitting/ICSE18/patch1-Math-73-Nopol2015-plausible.patch
184,Math,1, // approximate contribution to norm squared from i < nn-2. if (end - start > 2) { +                    if((b2) != (org.apache.commons.math.linear.EigenDecompositionImpl.this.eMin)) b2 = work[nn - 13] / work[nn - 15]; a2 = a2 + b2; for (int i4 = nn - 17; i4 >= 4 * start + 2 + pingPong; i4 -= 4) {,Nopol,81,patch1-Math-81-Nopol2015-plausible.patch,Math-overfit,patches_remove_inconsistent/overfitting/ICSE18/patch1-Math-81-Nopol2015-plausible.patch
185,Math,1,"// Compute new X1, Y1 if (Math.abs(delta) > tolerance) { x1 = x1 + delta; -            } else if (dx > 0.0) { +            } else if ((dx > 0.0) || (org.apache.commons.math.analysis.solvers.BrentSolver.NON_BRACKETING_MESSAGE.length() < x1)) { x1 = x1 + 0.5 * tolerance; } else if (dx <= 0.0) { x1 = x1 - 0.5 * tolerance;",Nopol,71,patch1-Math-71-Nopol2015-plausible.patch,Math-overfit,patches_remove_inconsistent/overfitting/ICSE18/patch1-Math-71-Nopol2015-plausible.patch
186,Chart,1,"StatisticalCategoryDataset statData = (StatisticalCategoryDataset) data;  PlotOrientation orientation = plot.getOrientation(); +        if (0 == 1) { if (orientation == PlotOrientation.HORIZONTAL) { drawHorizontalItem(g2, state, dataArea, plot, domainAxis, rangeAxis, statData, row, column); statData, row, column); } } +    }  /** * Draws an item for a plot with a horizontal orientation.",Nopol,25,patch1-Chart-25-Nopol2017-plausible.patch,Chart-overfit,patches_remove_inconsistent/overfitting/ICSE18/patch1-Chart-25-Nopol2017-plausible.patch
188,Math,1,"k = 1.0 / k; tmp = mu + k * sigma; if (tmp < upper) { +                if (tmp == -1) { upper = ((int) Math.ceil(tmp)) - 1; } } +        }  return solveInverseCumulativeProbability(p, lower, upper); }",Nopol,2,patch1-Math-2-Nopol2017-plausible.patch,Math-overfit,patches_remove_inconsistent/overfitting/ICSE18/patch1-Math-2-Nopol2017-plausible.patch
189,Math,1,"if (param.length != 3) { throw new DimensionMismatchException(param.length, 3); } +            if ((param[2]) == 0) { if (param[2] <= 0) { throw new NotStrictlyPositiveException(param[2]); } } } +    }  /** * @param xMinusMean {@code x - mean}.",Nopol,58,patch1-Math-58-Nopol2017-plausible.patch,Math-overfit,patches_remove_inconsistent/overfitting/ICSE18/patch1-Math-58-Nopol2017-plausible.patch
190,Chart,1,"w[2] = size.width; } h[3] = h[2]; -        if (this.rightBlock != null) { +        if (null != null) { RectangleConstraint c4 = new RectangleConstraint(0.0, new Range(0.0, constraint.getWidth() - w[2]), LengthConstraintType.RANGE, h[2], null,",Nopol,13,patch1-Chart-13-Nopol2015-plausible.patch,Chart-overfit,patches_remove_inconsistent/overfitting/ICSE18/patch1-Chart-13-Nopol2015-plausible.patch
191,Math,1,"if (basicRow != null) { for (int j = getNumObjectiveFunctions(); j < getNumObjectiveFunctions() + i; j++) { if (tableau.getEntry(basicRow, j) == 1) { +                         if (org.apache.commons.math.optimization.linear.SimplexTableau.this.constraints.size() < org.apache.commons.math.optimization.linear.SimplexTableau.this.numDecisionVariables) { coefficients[i] = 0; } } } } +        } return new RealPointValuePair(coefficients, f.getValue(coefficients)); } ",Nopol,88,patch1-Math-88-Nopol2017-plausible.patch,Math-overfit,patches_remove_inconsistent/overfitting/ICSE18/patch1-Math-88-Nopol2017-plausible.patch
193,Math,1,"}  // compute an improved estimate for lmPar +            if(org.apache.commons.math.optimization.general.LevenbergMarquardtOptimizer.this.orthoTolerance < gNorm) lmPar = FastMath.max(parl, lmPar + correction);  }",Nopol,58,patch1-Math-58-Nopol2015-plausible.patch,Math-overfit,patches_remove_inconsistent/overfitting/ICSE18/patch1-Math-58-Nopol2015-plausible.patch
194,Time,1,"millis = next.getMillis(); saveMillis = next.getSaveMillis(); if (tailZone == null && i == ruleSetCount - 1) { +                    if(!((ruleSetCount <= 1) && ((tailZone!=null) || (outputID)))) tailZone = rs.buildTailZone(id); // If tailZone is not null, don't break out of main loop until // at least one more transition is calculated. This ensures a",Nopol,11,patch1-Time-11-Nopol2015-plausible.patch,Time-overfit,patches_remove_inconsistent/overfitting/ICSE18/patch1-Time-11-Nopol2015-plausible.patch
195,Math,1,"for (int j = 0; j < i; j++) { double corr = correlation(matrix.getColumn(i), matrix.getColumn(j)); outMatrix.setEntry(i, j, corr); +              if (2 < nVars) { outMatrix.setEntry(j, i, corr); } +            } outMatrix.setEntry(i, i, 1d); } return outMatrix;",Nopol,69,patch1-Math-69-Nopol2017-plausible.patch,Math-overfit,patches_remove_inconsistent/overfitting/ICSE18/patch1-Math-69-Nopol2017-plausible.patch
196,Math,1,"// are satisfied with the current approximation. if (FastMath.abs(x1 - x0) < FastMath.max(rtol * FastMath.abs(x1), atol)) { +                if ((((atol) != (org.apache.commons.math.analysis.solvers.BaseSecantSolver.DEFAULT_ABSOLUTE_ACCURACY)) && (org.apache.commons.math.analysis.solvers.BaseSecantSolver.this.method!=null)) || (f0 <= atol)) { switch (allowed) { case ANY_SIDE: return x1; } } } +    }  /** <em>Secant</em>-based root-finding methods. */ protected enum Method {",Nopol,50,patch1-Math-50-Nopol2017-plausible.patch,Math-overfit,patches_remove_inconsistent/overfitting/ICSE18/patch1-Math-50-Nopol2017-plausible.patch
197,Chart,1,} Range range = (Range) obj; if (!(this.lower == range.lower)) { +            if(((!(1 < org.jfree.data.Range.this.lower)) || (org.jfree.data.Range.this.lower <= -1 + org.jfree.data.Range.this.upper - 1)) && ((!(1 < org.jfree.data.Range.this.lower)) || (org.jfree.data.Range.this.lower <= -1 + org.jfree.data.Range.this.upper - 1))) return false; } if (!(this.upper == range.upper)) {,Nopol,21,patch1-Chart-21-Nopol2015-plausible.patch,Chart-overfit,patches_remove_inconsistent/overfitting/ICSE18/patch1-Chart-21-Nopol2015-plausible.patch
198,Math,1,for (int i = begin; i < begin + length; i++) { correction += weights[i] * (values[i] - xbarw); } +            if (xbarw < length) { return xbarw + (correction/sumw); } +        } return Double.NaN; } ,Nopol,41,patch1-Math-41-Nopol2017-plausible.patch,Math-overfit,patches_remove_inconsistent/overfitting/ICSE18/patch1-Math-41-Nopol2017-plausible.patch
200,Lang,1,// reset time if (date.getTime() != time) { date.setTime(time); +            if (org.apache.commons.lang.time.DateUtils.RANGE_WEEK_CENTER == millisecs) { val.setTime(date); } +        } // ----------------- Fix for LANG-59 ----------------------- END ----------------  boolean roundUp = false;,Nopol,53,patch1-Lang-53-Nopol2017-plausible.patch,Lang-overfit,patches_remove_inconsistent/overfitting/ICSE18/patch1-Lang-53-Nopol2017-plausible.patch
201,Math,1,for (int i = 0; i < j; i += 4) { for (int k = 0; k < 4; k += step) { final double tmp = work[i + k]; +                    if (org.apache.commons.math.linear.EigenDecompositionImpl.this.cachedD!=null) { work[i + k] = work[j - k]; +                    } work[j - k] = tmp; } j -= 4;,Nopol,80,patch1-Math-80-Nopol2017-plausible.patch,Math-overfit,patches_remove_inconsistent/overfitting/ICSE18/patch1-Math-80-Nopol2017-plausible.patch
202,Math,1,"* @param divisor value of the divisor */ protected void divideRow(final int dividendRow, final double divisor) { +        if(org.apache.commons.math.optimization.linear.SimplexTableau.this.constraints.size() < org.apache.commons.math.optimization.linear.SimplexTableau.this.numDecisionVariables) for (int j = 0; j < getWidth(); j++) { tableau.setEntry(dividendRow, j, tableau.getEntry(dividendRow, j) / divisor); }",Nopol,88,patch1-Math-88-Nopol2015-plausible.patch,Math-overfit,patches_remove_inconsistent/overfitting/ICSE18/patch1-Math-88-Nopol2015-plausible.patch
205,Math,1,"if (!isDefaultValue(value)) { entries.put(index, value); } else if (entries.containsKey(index)) { +            if (org.apache.commons.math.linear.OpenMapRealVector.DEFAULT_ZERO_TOLERANCE == org.apache.commons.math.linear.OpenMapRealVector.this.epsilon) { entries.remove(index); } } +    }  /** {@inheritDoc} */ @Override",Nopol,49,patch1-Math-49-Nopol2017-plausible.patch,Math-overfit,patches_remove_inconsistent/overfitting/ICSE18/patch1-Math-49-Nopol2017-plausible.patch
206,Math,1,} for (int i = 0; i < point.length; i++) { if (point[i] != otherPoint[i]) { +                if((1) != (org.apache.commons.math.stat.clustering.EuclideanIntegerPoint.this.point.length)) return false; } },Nopol,57,patch1-Math-57-Nopol2015-plausible.patch,Math-overfit,patches_remove_inconsistent/overfitting/ICSE18/patch1-Math-57-Nopol2015-plausible.patch
207,Math,1,"public void addData(double x, double y) { if (n == 0) { xbar = x; +            if((org.apache.commons.math.stat.regression.SimpleRegression.this.xbar <= 1) || ((y < x) && (y < x))) ybar = y; } else { double dx = x - xbar;",Nopol,105,patch1-Math-105-Nopol2015-plausible.patch,Math-overfit,patches_remove_inconsistent/overfitting/ICSE18/patch1-Math-105-Nopol2015-plausible.patch
208,Chart,1,"throw new IllegalArgumentException(""Requires start >= 0.""); } if (end < start) { +            if (org.jfree.data.time.TimeSeries.this.data.size() == org.jfree.data.time.TimeSeries.this.range.length()) { throw new IllegalArgumentException(""Requires start <= end.""); } +        } TimeSeries copy = (TimeSeries) super.clone();  copy.data = new java.util.ArrayList();",Nopol,9,patch1-Chart-9-Nopol2017-plausible.patch,Chart-overfit,patches_remove_inconsistent/overfitting/ICSE18/patch1-Chart-9-Nopol2017-plausible.patch
209,Math,1,"// the guessed root is either not strictly inside the interval or it // is a NaN (which occurs when some sampling points share the same y) // we try again with a lower interpolation order -                    if (signChangeIndex - start >= end - signChangeIndex) { +                    if (((signChangeIndex - start) >= (end - signChangeIndex)) || (xA <= org.apache.commons.math.analysis.solvers.BracketingNthOrderBrentSolver.REDUCTION_FACTOR)) { // we have more points before the sign change, drop the lowest point ++start; } else {",Nopol,40,patch1-Math-40-Nopol2017-plausible.patch,Math-overfit,patches_remove_inconsistent/overfitting/ICSE18/patch1-Math-40-Nopol2017-plausible.patch
214,Lang,1,switch (lastChar) { case 'l' : case 'L' : -                    if (dec == null -                        && exp == null -                        && (numeric.charAt(0) == '-' && isDigits(numeric.substring(1)) || isDigits(numeric))) { +                    if (((dec == null) && (exp == null))) { try { return createLong(numeric); } catch (NumberFormatException nfe) {,Nopol,44,patch1-Lang-44-Nopol2017-plausible.patch,Lang-overfit,patches_remove_inconsistent/overfitting/ICSE18/patch1-Lang-44-Nopol2017-plausible.patch
215,Math,1,"if (sign >= 0) { // check if either value is close to a zero // neither value is close to zero and min and max do not bracket root. +                if(min <= 1) throw new IllegalArgumentException (""Function values at endpoints do not have different signs."" + ""  Endpoints: ["" + min + "","" + max + ""]"" +",Nopol,97,patch1-Math-97-Nopol2015-plausible.patch,Math-overfit,patches_remove_inconsistent/overfitting/ICSE18/patch1-Math-97-Nopol2015-plausible.patch
217,Math,1,public double value(double x) { double r = f[0].value(x); for (int i = 1; i < f.length; i++) { +                    if ((0 < r) || (!(-1 <= r))) { r += f[i].value(x); } +                } return r; } };,Nopol,24,patch1-Math-24-Nopol2017-plausible.patch,Math-overfit,patches_remove_inconsistent/overfitting/ICSE18/patch1-Math-24-Nopol2017-plausible.patch
219,Math,1,ratio         = y0[j] / scale[j]; yOnScale2    += ratio * ratio; ratio         = yDot0[j] / scale[j]; +      if ((scale.length) != (org.apache.commons.math.ode.nonstiff.AdaptiveStepsizeIntegrator.this.maxStep)) { yDotOnScale2 += ratio * ratio; } +    }  double h = ((yOnScale2 < 1.0e-10) || (yDotOnScale2 < 1.0e-10)) ? 1.0e-6 : (0.01 * FastMath.sqrt(yOnScale2 / yDotOnScale2));,Nopol,39,patch1-Math-39-Nopol2017-plausible.patch,Math-overfit,patches_remove_inconsistent/overfitting/ICSE18/patch1-Math-39-Nopol2017-plausible.patch
224,Lang,1,switch (lastChar) { case 'l' : case 'L' : -                    if (dec == null -                        && exp == null -                        && isDigits(numeric.substring(1)) -                        && (numeric.charAt(0) == '-' || Character.isDigit(numeric.charAt(0)))) { +                    if (((dec == null) && (exp == null))) { try { return createLong(numeric); } catch (NumberFormatException nfe) {,Nopol,58,patch1-Lang-58-Nopol2017-plausible.patch,Lang-overfit,patches_remove_inconsistent/overfitting/ICSE18/patch1-Lang-58-Nopol2017-plausible.patch
227,Math,1,"break;  case 1 : // one eigenvalue just deflated. use dMin1, dN1 for dMin and dN. -            if (dMin1 == dN1 && dMin2 == dN2) { +            if (org.apache.commons.math.linear.EigenDecompositionImpl.this.main!=null) {  // cases 7 and 8. tType = -7;",Nopol,81,patch1-Math-81-Nopol2017-plausible.patch,Math-overfit,patches_remove_inconsistent/overfitting/ICSE18/patch1-Math-81-Nopol2017-plausible.patch
228,Math,1,} } } +                if (minRatioPositions.isEmpty()) { return minRow; } +        } return minRatioPositions.get(0); } ,Nopol,28,patch1-Math-28-Nopol2017-plausible.patch,Math-overfit,patches_remove_inconsistent/overfitting/ICSE18/patch1-Math-28-Nopol2017-plausible.patch
229,Time,1,*/ public boolean equals(Object partial) { // override to perform faster -        if (this == partial) { +        if (((this) == partial) || (!(org.joda.time.LocalDateTime.MONTH_OF_YEAR < org.joda.time.LocalDateTime.this.iLocalMillis))) { return true; } if (partial instanceof LocalDateTime) {,Nopol,12,patch1-Time-12-Nopol2017-plausible.patch,Time-overfit,patches_remove_inconsistent/overfitting/ICSE18/patch1-Time-12-Nopol2017-plausible.patch
230,Math,1,"ret = Double.NaN; } else if (x == 0.0) { ret = 0.0; -        } else if (a >= 1.0 && x > a) { +        } else if (((a == 1) || ((a >= 1.0) && (x > a))) && (org.apache.commons.math.special.Gamma.HALF_LOG_2_PI <= x)) { // use regularizedGammaQ because it should converge faster in this // case. ret = 1.0 - regularizedGammaQ(a, x, epsilon, maxIterations);",Nopol,104,patch1-Math-104-Nopol2015-plausible.patch,Math-overfit,patches_remove_inconsistent/overfitting/ICSE18/patch1-Math-104-Nopol2015-plausible.patch
233,Chart,1,"if (edge == null) { throw new IllegalArgumentException(""Null 'edge' argument.""); } +        if(-1 == org.jfree.chart.axis.AxisCollection.this.axesAtLeft.size()) if (edge == RectangleEdge.TOP) { this.axesAtTop.add(axis); }",Nopol,26,patch1-Chart-26-Nopol2015-plausible.patch,Chart-overfit,patches_remove_inconsistent/overfitting/ICSE18/patch1-Chart-26-Nopol2015-plausible.patch
237,Time,1,"long getDateMidnightMillis(int year, int monthOfYear, int dayOfMonth) { FieldUtils.verifyValueBounds(DateTimeFieldType.year(), year, getMinYear(), getMaxYear()); FieldUtils.verifyValueBounds(DateTimeFieldType.monthOfYear(), monthOfYear, 1, getMaxMonth(year)); +        if ((!(10 == monthOfYear)) && (((31) - (2)) != (dayOfMonth))) { FieldUtils.verifyValueBounds(DateTimeFieldType.dayOfMonth(), dayOfMonth, 1, getDaysInYearMonth(year, monthOfYear)); +        } return getYearMonthDayMillis(year, monthOfYear, dayOfMonth); } ",Nopol,18,patch1-Time-18-Nopol2017-plausible.patch,Time-overfit,patches_remove_inconsistent/overfitting/ICSE18/patch1-Time-18-Nopol2017-plausible.patch
238,Math,1,"Integer minPos = null; for (int i = tableau.getNumObjectiveFunctions(); i < tableau.getWidth() - 1; i++) { if (MathUtils.compareTo(tableau.getEntry(0, i), minValue, epsilon) < 0) { +                if((0) != (minValue)) minValue = tableau.getEntry(0, i); minPos = i; }",Nopol,82,patch1-Math-82-Nopol2015-plausible.patch,Math-overfit,patches_remove_inconsistent/overfitting/ICSE18/patch1-Math-82-Nopol2015-plausible.patch
240,Math,1,"// Inverse quadratic interpolation gives a value // in the wrong direction, or progress is slow. // Fall back to bisection. +                    if(-1 <= delta) delta = 0.5 * dx; oldDelta = delta; } else {",Nopol,78,patch1-Math-78-Nopol2015-plausible.patch,Math-overfit,patches_remove_inconsistent/overfitting/ICSE18/patch1-Math-78-Nopol2015-plausible.patch
243,Chart,1,"// if the plot area is too small, just return... boolean b1 = (area.getWidth() <= MINIMUM_WIDTH_TO_DRAW); boolean b2 = (area.getHeight() <= MINIMUM_HEIGHT_TO_DRAW); -        if (b1 || b2) { +        if (org.jfree.chart.plot.CategoryPlot.DEFAULT_CROSSHAIR_STROKE!=null) { return; } ",Nopol,26,patch1-Chart-26-Nopol2017-plausible.patch,Chart-overfit,patches_remove_inconsistent/overfitting/ICSE18/patch1-Chart-26-Nopol2017-plausible.patch
244,Chart,1,"w[2] = size.width; } h[3] = h[2]; +        if (null!=null) { if (this.rightBlock != null) { RectangleConstraint c4 = new RectangleConstraint(0.0, new Range(0.0, constraint.getWidth() - w[2]), Size2D size = this.rightBlock.arrange(g2, c4); w[3] = size.width; } +        } h[4] = h[2]; w[4] = constraint.getWidth() - w[3] - w[2]; RectangleConstraint c5 = new RectangleConstraint(w[4], h[4]);",Nopol,13,patch1-Chart-13-Nopol2017-plausible.patch,Chart-overfit,patches_remove_inconsistent/overfitting/ICSE18/patch1-Chart-13-Nopol2017-plausible.patch
246,Math,1, // x- if (!restrictToNonNegative) { +                        if((1) != (org.apache.commons.math.optimization.linear.SimplexTableau.this.numSlackVariables)) matrix[row][getSlackVariableOffset() - 1] = getInvertedCoeffiecientSum(constraint.getCoefficients()); },Nopol,87,patch1-Math-87-Nopol2015-plausible.patch,Math-overfit,patches_remove_inconsistent/overfitting/ICSE18/patch1-Math-87-Nopol2015-plausible.patch
247,Time,1,"return values; } // month is largest field and being added to, such as month-day -        if (DateTimeUtils.isContiguous(partial)) { +        if ((!(((fieldIndex) != (1)) && (valueToAdd <= values.length))) || (valueToAdd < -1)) { long instant = 0L; for (int i = 0, isize = partial.size(); i < isize; i++) { instant = partial.getFieldType(i).getField(iChronology).set(instant, values[i]);",Nopol,14,patch1-Time-14-Nopol2017-plausible.patch,Time-overfit,patches_remove_inconsistent/overfitting/ICSE18/patch1-Time-14-Nopol2017-plausible.patch
248,Chart,1,this.data.remove(0); removed = true; } -            if (removed) { +            if(org.jfree.data.time.TimeSeries.this.data!=null) { findBoundsByIteration(); if (notify) { fireSeriesChanged();,Nopol,3,patch1-Chart-3-Nopol2015-plausible.patch,Chart-overfit,patches_remove_inconsistent/overfitting/ICSE18/patch1-Chart-3-Nopol2015-plausible.patch
249,Math,1,for (int i = 0; i < getNumArtificialVariables(); i++) { int col = i + getArtificialVariableOffset(); if (getBasicRow(col) == null) { +            if (1 <= org.apache.commons.math.optimization.linear.SimplexTableau.this.numSlackVariables) { columnsToDrop.add(col); } } +        }  double[][] matrix = new double[getHeight() - 1][getWidth() - columnsToDrop.size()]; for (int i = 1; i < getHeight(); i++) {,Nopol,42,patch1-Math-42-Nopol2017-plausible.patch,Math-overfit,patches_remove_inconsistent/overfitting/ICSE18/patch1-Math-42-Nopol2017-plausible.patch
250,Math,1,"for (int i = getNumObjectiveFunctions(); i < getArtificialVariableOffset(); i++) { final double entry = tableau.getEntry(0, i); if (Precision.compareTo(entry, 0d, maxUlps) > 0) { +                if((org.apache.commons.math3.optimization.linear.SimplexTableau.NEGATIVE_VAR_COLUMN_LABEL.length()) != (org.apache.commons.math3.optimization.linear.SimplexTableau.this.numArtificialVariables)) columnsToDrop.add(i); } }",Nopol,33,patch1-Math-33-Nopol2015-plausible.patch,Math-overfit,patches_remove_inconsistent/overfitting/ICSE18/patch1-Math-33-Nopol2015-plausible.patch
251,Time,1,"}  if (tailZone != null) { -                if (tailZone.iStartRecurrence.getNameKey() -                    .equals(tailZone.iEndRecurrence.getNameKey())) { +                if (id.length()==0) { if (ZoneInfoCompiler.verbose()) { System.out.println(""Fixing duplicate recurrent name key - "" + tailZone.iStartRecurrence.getNameKey());",Nopol,11,patch1-Time-11-Nopol2017-plausible.patch,Time-overfit,patches_remove_inconsistent/overfitting/ICSE18/patch1-Time-11-Nopol2017-plausible.patch
253,Lang,1,(str.charAt(1) == 'e' || str.charAt(1) == 'E') && (str.charAt(2) == 's' || str.charAt(2) == 'S'); } -                if (ch == 'Y') { +                if (str!=null) { return (str.charAt(1) == 'E' || str.charAt(1) == 'e') && (str.charAt(2) == 'S' || str.charAt(2) == 's');,Nopol,51,patch1-Lang-51-Nopol2015-plausible.patch,Lang-overfit,patches_remove_inconsistent/overfitting/ICSE18/patch1-Lang-51-Nopol2015-plausible.patch
255,Time,1,return offsetLocal; } } -        } else if (offsetLocal > 0) { +        } else if (org.joda.time.DateTimeZone.this.iID!=null) { long prev = previousTransition(instantAdjusted); if (prev < instantAdjusted) { int offsetPrev = getOffset(prev);,Nopol,19,patch1-Time-19-Nopol2017-plausible.patch,Time-overfit,patches_remove_inconsistent/overfitting/ICSE18/patch1-Time-19-Nopol2017-plausible.patch
