,project,label,content,tool,bug_id,filename,project_with_label,all_paths
112,Math,1,"case REGULA_FALSI: // Nothing. if (x == x1) { -                        x0 = 0.5 * (x0 + x1 - FastMath.max(rtol * FastMath.abs(x1), atol)); +                        x0 += 0.5 * (x0 + x1 - FastMath.max(rtol * FastMath.abs(x1), atol)); f0 = computeObjectiveValue(x0); } break; ",TBar,50,patch1-Math-50-TBar-plausible.patch,Math-overfit,patches_remove_inconsistent/overfitting/TBar/Math/patch1-Math-50-TBar-plausible.patch
113,Math,1,"double minValue = 0; Integer minPos = null; for (int i = tableau.getNumObjectiveFunctions(); i < tableau.getWidth() - 1; i++) { -            if (MathUtils.compareTo(tableau.getEntry(0, i), minValue, epsilon) < 0) { +            if ((MathUtils.compareTo(tableau.getEntry(0, i), minValue, epsilon) < 0) || (MathUtils.compareTo(tableau.getEntry(0, i), 0, epsilon) < 0)) { minValue = tableau.getEntry(0, i); minPos = i; } ",TBar,82,patch1-Math-82-TBar-plausible.patch,Math-overfit,patches_remove_inconsistent/overfitting/TBar/Math/patch1-Math-82-TBar-plausible.patch
114,Math,1,"/* Handle special case x<0 */ if (x < 0) { // y is an even integer in this case -            if (y >= TWO_POWER_52 || y <= -TWO_POWER_52) { +            if ((y >= TWO_POWER_52 || y <= -TWO_POWER_52) && !(y == (long) y)) { return pow(-x, y); } ",TBar,15,patch1-Math-15-TBar-plausible.patch,Math-overfit,patches_remove_inconsistent/overfitting/TBar/Math/patch1-Math-15-TBar-plausible.patch
115,Math,1,*/ protected double calculateNumericalVariance() { final double N = getPopulationSize(); -        final double m = getNumberOfSuccesses(); -        final double n = getSampleSize(); +        final int m = getNumberOfSuccesses(); +        final int n = getSampleSize(); return (n * m * (N - n) * (N - m)) / (N * N * (N - 1)); } ,TBar,2,patch1-Math-2-TBar-plausible.patch,Math-overfit,patches_remove_inconsistent/overfitting/TBar/Math/patch1-Math-2-TBar-plausible.patch
116,Math,1,double ret; double d = getDenominatorDegreesOfFreedom(); // use mean -            ret = d / (d - 2.0); +            ret = d / (d + 2.0); return ret; } ,TBar,95,patch1-Math-95-TBar-plausible.patch,Math-overfit,patches_remove_inconsistent/overfitting/TBar/Math/patch1-Math-95-TBar-plausible.patch
117,Math,1,if (rhs.isNaN()) { ret = this.isNaN(); } else { -                    ret = (Double.doubleToRawLongBits(real) == Double.doubleToRawLongBits(rhs.getReal())) && (Double.doubleToRawLongBits(imaginary) == Double.doubleToRawLongBits(rhs.getImaginary())); +                    ret = (Double.doubleToRawLongBits(real)>=Double.doubleToRawLongBits(rhs.getReal())) && (Double.doubleToRawLongBits(imaginary) == Double.doubleToRawLongBits(rhs.getImaginary())); } } catch (ClassCastException ex) { // ignore exception ,TBar,96,patch1-Math-96-TBar-plausible.patch,Math-overfit,patches_remove_inconsistent/overfitting/TBar/Math/patch1-Math-96-TBar-plausible.patch
118,Math,1,"(restrictToNonNegative ? 0 : mostNegative); if (basicRow != null) { for (int j = getNumObjectiveFunctions(); j < getNumObjectiveFunctions() + i; j++) { -                    if (tableau.getEntry(basicRow, j) == 1) { +                    if (j == i && (tableau.getEntry(basicRow, j) == 1)) { coefficients[i] = 0; } } ",TBar,88,patch1-Math-88-TBar-plausible.patch,Math-overfit,patches_remove_inconsistent/overfitting/TBar/Math/patch1-Math-88-TBar-plausible.patch
119,Math,1,double s = 0.25 * dMin;  // compute contribution to norm squared from i > nn-2. -                final int np = nn - 2 * pingPong; +                final int np = nn - 2 * this.tType; double b1 = work[np - 2]; double b2 = work[np - 6]; final double gam = dN2; ,TBar,81,patch1-Math-81-TBar-plausible.patch,Math-overfit,patches_remove_inconsistent/overfitting/TBar/Math/patch1-Math-81-TBar-plausible.patch
120,Math,1," // compute the contracted simplex final RealPointValuePair contracted = evaluateNewSimplex(original, gamma, comparator); -            if (comparator.compare(contracted, best) < 0) { +            if (comparator.compare(contracted, best)==0) { // accept the contracted simplex  // check convergence ",TBar,84,patch1-Math-84-TBar-plausible.patch,Math-overfit,patches_remove_inconsistent/overfitting/TBar/Math/patch1-Math-84-TBar-plausible.patch
121,Math,1," final T[]out = (T[]) java.lang.reflect.Array.newInstance(singletons.get(0).getClass(), sampleSize);  -        for (int i = 0; i < sampleSize; i++) { +        for (int i = 0; i==sampleSize; i++) { out[i] = sample(); } ",TBar,8,patch1-Math-8-TBar-plausible.patch,Math-overfit,patches_remove_inconsistent/overfitting/TBar/Math/patch1-Math-8-TBar-plausible.patch
686,Lang,0,"String str = (obj == null ? getNullText() : obj.toString()); int strLen = str.length(); if (strLen >= width) { -                str.getChars(0, strLen, buffer, size); +                str.getChars(0, width, buffer, size); } else { int padLen = width - strLen; str.getChars(0, strLen, buffer, size); ",TBar,59,patch1-Lang-59-TBar.patch,Lang-correct,patches_remove_inconsistent/correct/TBar/Lang/patch1-Lang-59-TBar.patch
687,Lang,0,"if (width > 0) { ensureCapacity(size + width); String str = (obj == null ? getNullText() : obj.toString()); -            int strLen = str.length(); +            if (str == null) str = new String(); + int strLen = str.length(); if (strLen >= width) { str.getChars(strLen - width, strLen, buffer, size); } else { ",TBar,47,patch1-Lang-47-TBar.patch,Lang-correct,patches_remove_inconsistent/correct/TBar/Lang/patch1-Lang-47-TBar.patch
688,Lang,0,} Class<?>[] classes = new Class[array.length]; for (int i = 0; i < array.length; i++) { -            classes[i] = array[i].getClass(); +            if (classes == null) continue; +	if (array[i] == null) continue; +	classes[i] = array[i].getClass(); } return classes; } ,TBar,33,patch1-Lang-33-TBar.patch,Lang-correct,patches_remove_inconsistent/correct/TBar/Lang/patch1-Lang-33-TBar.patch
689,Chart,0,"*/ public ValueMarker(double value, Paint paint, Stroke stroke, Paint outlinePaint, Stroke outlineStroke, float alpha) { -        super(paint, stroke, paint, stroke, alpha); +        super(paint, stroke, outlinePaint, outlineStroke, alpha); this.value = value; } ",TBar,20,patch1-Chart-20-TBar.patch,Chart-correct,patches_remove_inconsistent/correct/TBar/Chart/patch1-Chart-20-TBar.patch
690,Chart,0,endIndex = -(endIndex + 1); // this is first item AFTER end period endIndex = endIndex - 1;    // so this is last item BEFORE end } -        if (endIndex < 0) { +        if ((endIndex < 0)  || (endIndex < startIndex)) { emptyRange = true; } if (emptyRange) { ,TBar,9,patch1-Chart-9-TBar.patch,Chart-correct,patches_remove_inconsistent/correct/TBar/Chart/patch1-Chart-9-TBar.patch
691,Math,0,double chiSquare = 0; for (int i = 0; i < rows; ++i) { final double residual = residuals[i]; -            chiSquare += residual * residual / residualsWeights[i]; +            chiSquare += residual * residual * residualsWeights[i]; } return chiSquare; } ,TBar,65,patch1-Math-65-TBar.patch,Math-correct,patches_remove_inconsistent/correct/TBar/Math/patch1-Math-65-TBar.patch
692,Math,0,"throw new DimensionMismatchException(vals.length, dim); }  -        return FastMath.pow(2 * FastMath.PI, -dim / 2) * +        return FastMath.pow(2 * FastMath.PI, -dim / 2d) * FastMath.pow(covarianceMatrixDeterminant, -0.5) * getExponentTerm(vals); } ",TBar,11,patch1-Math-11-TBar.patch,Math-correct,patches_remove_inconsistent/correct/TBar/Math/patch1-Math-11-TBar.patch
