,project,label,content,tool,bug_id,filename,project_with_label,all_paths
133,Chart,1,"if (start < 0) { throw new IllegalArgumentException(""Requires start >= 0.""); } -        if (end < start) { +        if ((end < start) && (this.data.size() > 0)) { throw new IllegalArgumentException(""Requires start <= end.""); } TimeSeries copy = (TimeSeries) super.clone(); ",FixMiner,17,patch1-Chart-17-FixMiner-plausible.patch,Chart-overfit,patches_remove_inconsistent/overfitting/FixMiner/Chart/patch1-Chart-17-FixMiner-plausible.patch
134,Math,1,"case REGULA_FALSI: // Nothing. if (x == x1) { -                        x0 = 0.5 * (x0 + x1 - FastMath.max(rtol * FastMath.abs(x1), atol)); +                        x0 = 0.5 * (x0 + x1 - FastMath.max(rtol * FastMath.abs(x1), fx)); f0 = computeObjectiveValue(x0); } break; ",FixMiner,50,patch1-Math-50-FixMiner-plausible.patch,Math-overfit,patches_remove_inconsistent/overfitting/FixMiner/Math/patch1-Math-50-FixMiner-plausible.patch
135,Math,1,double b1 = work[np - 2]; double b2 = work[np - 6]; final double gam = dN2; -                if (work[np - 8] > b2 || work[np - 4] > b1) { +                if (work[np - 8] <= b2 || work[np - 4] > b1) { return; } double a2 = (work[np - 8] / b2) * (1 + work[np - 4] / b1); ,FixMiner,81,patch1-Math-81-FixMiner-plausible.patch,Math-overfit,patches_remove_inconsistent/overfitting/FixMiner/Math/patch1-Math-81-FixMiner-plausible.patch
136,Math,1,"}  // initial checks for splits (see Parlett & Marques section 3.3) -        flipIfWarranted(n, 2); +        goodStep(n, 2);  // two iterations with Li's test for initial splits initialSplits(n); ",FixMiner,80,patch1-Math-80-FixMiner-plausible.patch,Math-overfit,patches_remove_inconsistent/overfitting/FixMiner/Math/patch1-Math-80-FixMiner-plausible.patch
137,Math,1,"((a > lowerBound) || (b < upperBound)));  if (fa * fb >= 0.0 ) { -            throw new ConvergenceException( -                      ""number of iterations={0}, maximum iterations={1}, "" + -                      ""initial={2}, lower bound={3}, upper bound={4}, final a value={5}, "" + -                      ""final b value={6}, f(a)={7}, f(b)={8}"", -                      numIterations, maximumIterations, initial, -                      lowerBound, upperBound, a, b, fa, fb); + }  return new double[]{a, b}; ",FixMiner,85,patch1-Math-85-FixMiner-plausible.patch,Math-overfit,patches_remove_inconsistent/overfitting/FixMiner/Math/patch1-Math-85-FixMiner-plausible.patch
138,Math,1,"* @return {@code true} if the values are equal. */ public static boolean equals(double x, double y) { -        return (Double.isNaN(x) && Double.isNaN(y)) || x == y; +        return x == y; }  /** ",FixMiner,63,patch1-Math-63-FixMiner-plausible.patch,Math-overfit,patches_remove_inconsistent/overfitting/FixMiner/Math/patch1-Math-63-FixMiner-plausible.patch
139,Math,1,"* Default constructor, uses default parameters */ public CMAESOptimizer() { -        this(0); + }  /** ",FixMiner,20,patch1-Math-20-FixMiner-plausible.patch,Math-overfit,patches_remove_inconsistent/overfitting/FixMiner/Math/patch1-Math-20-FixMiner-plausible.patch
140,Time,1,* @return true to log verbosely */ public static boolean verbose() { -        return cVerbose.get(); +        return cVerbose != null || cVerbose.get(); }  //----------------------------------------------------------------------- ,FixMiner,11,patch1-Time-11-FixMiner-plausible.patch,Time-overfit,patches_remove_inconsistent/overfitting/FixMiner/Time/patch1-Time-11-FixMiner-plausible.patch
693,Chart,0,"*/ public Paint getPaint(double value) { double v = Math.max(value, this.lowerBound); -        v = Math.min(v, this.upperBound); +        value = Math.min(v, this.upperBound); int g = (int) ((value - this.lowerBound) / (this.upperBound - this.lowerBound) * 255.0); return new Color(g, g, g); ",FixMiner,24,patch1-Chart-24-FixMiner.patch,Chart-correct,patches_remove_inconsistent/correct/FixMiner/Chart/patch1-Chart-24-FixMiner.patch
694,Math,0, /** {@inheritDoc} */ public boolean isSupportLowerBoundInclusive() { -        return true; +        return false; }  /** {@inheritDoc} */ ,FixMiner,22,patch1-Math-22-FixMiner.patch,Math-correct,patches_remove_inconsistent/correct/FixMiner/Math/patch1-Math-22-FixMiner.patch
695,Math,0,"final int n2) throws ConvergenceException, MaxCountExceededException {  -        final int n1n2prod = n1 * n2; +        final double n1n2prod = n1 * n2;  // http://en.wikipedia.org/wiki/Mann%E2%80%93Whitney_U#Normal_approximation final double EU = n1n2prod / 2.0; ",FixMiner,30,patch1-Math-30-FixMiner.patch,Math-correct,patches_remove_inconsistent/correct/FixMiner/Math/patch1-Math-30-FixMiner.patch
696,Math,0,"while (resultSet.size() < k) { // For each data point x, compute D(x), the distance between x and // the nearest center that has already been chosen. -            int sum = 0; +            double sum = 0; for (int i = 0; i < pointSet.size(); i++) { final T p = pointSet.get(i); final Cluster<T> nearest = getNearestCluster(resultSet, p); ",FixMiner,57,patch1-Math-57-FixMiner.patch,Math-correct,patches_remove_inconsistent/correct/FixMiner/Math/patch1-Math-57-FixMiner.patch
697,Math,0,"* @return the L<sub>2</sub> distance between the two points */ public static double distance(int[] p1, int[] p2) { -      int sum = 0; +      double sum=0; for (int i = 0; i < p1.length; i++) { -          final int dp = p1[i] - p2[i]; +          final double dp=p1[i]-p2[i]; sum += dp * dp; } return Math.sqrt(sum);",FixMiner,79,patch1-Math-79-FixMiner.patch,Math-correct,patches_remove_inconsistent/correct/FixMiner/Math/patch1-Math-79-FixMiner.patch
698,Math,0,*/ @Deprecated public double getPct(Object v) { -        return getCumPct((Comparable<?>) v); +        return getPct((Comparable<?>) v); }  /** ,FixMiner,75,patch1-Math-75-FixMiner.patch,Math-correct,patches_remove_inconsistent/correct/FixMiner/Math/patch1-Math-75-FixMiner.patch
